case_name,regime,variant,k,case_seed,scenario,method,method_seed,f_found,f_oracle,gap,recovered,oracle_verified,allocation,spend_fraction,n_function_evals,wall_time_s,censored,timestamp,censor_reason
Study_sinusoidal_k12_s25,convex,sinusoidal,12,25,Scenario 01,slsqp,25,97.5859011326993,97.58590112437666,-8.322643907376914e-09,True,True,"[0.0, 0.0, 0.0, 15.075796100765707, 0.0, 84.92420389923429, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1.0,5350.0,44.17761289997725,False,2026-07-24T09:21:04+00:00,
Study_sinusoidal_k12_s25,convex,sinusoidal,12,25,Scenario 01,basin_hopping,25,97.58590113177004,97.58590112437666,-7.39338190669514e-09,True,True,"[0.0, 0.0, 0.0, 15.075797050306203, 0.0, 84.9242029496938, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1.0,1349.0,5.6277698000194505,False,2026-07-24T09:21:10+00:00,
Study_sinusoidal_k12_s25,convex,sinusoidal,12,25,Scenario 01,genetic_algorithm,25,96.96875817487499,97.58590112437666,0.6171429495016696,False,True,"[0.0, 0.0, 1.0621313028932176, 10.831493886643216, 0.07758359216672603, 64.01322695918681, 0.13840997357523788, 2.3219825538703773, 11.039636534922478, 7.959574547363389, 2.2250558377546885, 0.3309048116238669]",1.0000000000000002,3050.0,11.683657000015955,False,2026-07-24T09:21:22+00:00,
Study_sinusoidal_k12_s23,convex,sinusoidal,12,23,Scenario 03,grid,23,96.85787238088197,96.86743192160051,0.00955954071854137,True,True,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 80.0, 20.0]",1.0,,1063.1082919000182,True,2026-07-24T09:26:33+00:00,
Study_sinusoidal_k12_s25,convex,sinusoidal,12,25,Scenario 02,slsqp,25,97.72067620069402,97.72067619371403,-6.979988143029914e-09,True,True,"[0.0, 0.0, 0.0, 14.624440025690149, 0.0, 85.37555997430985, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1.0,5293.0,17.963158599974122,False,2026-07-24T09:26:51+00:00,
Study_sinusoidal_k12_s25,convex,sinusoidal,12,25,Scenario 02,basin_hopping,25,97.7206762026514,97.72067619371403,-8.937377060647123e-09,True,True,"[0.0, 0.0, 0.0, 14.624480146147596, 0.0, 85.37551985385241, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1.0,1346.0,4.223751799960155,False,2026-07-24T09:26:55+00:00,
Study_sinusoidal_k12_s25,convex,sinusoidal,12,25,Scenario 02,genetic_algorithm,25,97.08764211999977,97.72067619371403,0.6330340737142564,False,True,"[0.09015598405640957, 0.05700948894390706, 0.9796551806027953, 10.322506800456098, 0.07217756004748031, 63.90158240879161, 0.17097554324129943, 2.579336643688028, 11.320780064406945, 8.052726404117067, 2.188573652313167, 0.2645202693351925]",1.0,3050.0,11.283468200010248,False,2026-07-24T09:27:06+00:00,
Study_sinusoidal_k12_s24,convex,sinusoidal,12,24,Scenario 01,grid,24,96.86472145506845,96.92418896544551,0.05946751037706122,True,True,"[0.0, 0.0, 20.0, 0.0, 0.0, 60.0, 0.0, 0.0, 0.0, 0.0, 20.0, 0.0]",1.0,,1054.0307226000004,True,2026-07-24T09:27:43+00:00,
Study_sinusoidal_k12_s25,convex,sinusoidal,12,25,Scenario 03,slsqp,25,97.84964675035755,97.84964668348451,-6.687304221486556e-08,True,True,"[7.092410135990638e-08, 7.051189799857719e-08, 6.892282261491911e-08, 14.179625078804472, 9.01706581706445e-08, 85.82037401531996, 9.878174169920746e-08, 8.492901218977893e-08, 1.115973383610957e-07, 1.0731498789185995e-07, 9.800285093872426e-08, 1.047201500087745e-07]",1.0,5241.0,17.5169326000032,False,2026-07-24T09:28:00+00:00,
Study_sinusoidal_k12_s25,convex,sinusoidal,12,25,Scenario 03,basin_hopping,25,97.84964668872077,97.84964668348451,-5.236259426055767e-09,True,True,"[0.0, 0.0, 0.0, 14.169447946050976, 0.0, 85.83055205394903, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1.0000000000000002,1344.0,4.738440099987201,False,2026-07-24T09:28:05+00:00,
Study_sinusoidal_k12_s25,convex,sinusoidal,12,25,Scenario 03,genetic_algorithm,25,97.29961952099033,97.84964668348451,0.5500271624941746,False,True,"[0.0, 0.027284185412238433, 0.04055216957297398, 9.05649950835304, 0.18200916131621564, 62.2654916438551, 6.078503193797478, 0.000257611983154576, 9.317822564824361, 3.457730605383242, 0.023478553888548026, 9.550370801613635]",1.0,3050.0,11.615248199959751,False,2026-07-24T09:28:17+00:00,
Study_sinusoidal_k12_s24,convex,sinusoidal,12,24,Scenario 02,grid,24,97.02271573952453,97.06374213409917,0.04102639457464363,True,True,"[0.0, 0.0, 20.0, 0.0, 0.0, 40.0, 0.0, 0.0, 0.0, 0.0, 40.0, 0.0]",1.0,,1050.6025487000006,True,2026-07-24T09:28:38+00:00,
Study_sinusoidal_k12_s26,convex,sinusoidal,12,26,Scenario 01,slsqp,26,94.97156724067646,94.97156718971988,-5.09565865058903e-08,True,True,"[0.0, 0.0, 0.0, 0.0, 26.53866605090085, 0.0, 0.0, 0.0, 0.0, 0.0, 73.46133394909916, 0.0]",1.0,5226.0,21.419229400053155,False,2026-07-24T09:28:59+00:00,
Study_sinusoidal_k12_s26,convex,sinusoidal,12,26,Scenario 01,basin_hopping,26,94.97156725090046,94.97156718971988,-6.118058593074238e-08,True,True,"[0.0, 0.0, 0.0, 0.0, 26.538856157561277, 0.0, 0.0, 0.0, 0.0, 0.0, 73.46114384243872, 0.0]",1.0,1458.0,5.99726480001118,False,2026-07-24T09:29:06+00:00,
Study_sinusoidal_k12_s26,convex,sinusoidal,12,26,Scenario 01,genetic_algorithm,26,92.88531079028714,94.97156718971988,2.0862563994327417,False,True,"[0.2822435687196015, 0.0, 11.947345695321983, 1.0402822107929428, 29.114454693676734, 0.001207475976899219, 0.1292158855880524, 3.3638773057713873, 1.9874097764308332, 7.074679070160553, 39.012830004718175, 6.046454312842842]",1.0000000000000002,3050.0,12.034147399943322,False,2026-07-24T09:29:18+00:00,
Study_sinusoidal_k12_s25,convex,sinusoidal,12,25,Scenario 01,grid,25,97.5547102256917,97.58590112437666,0.031190898684968715,True,True,"[0.0, 0.0, 0.0, 20.0, 0.0, 80.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1.0,,844.6923965000315,True,2026-07-24T09:30:47+00:00,
Study_sinusoidal_k12_s26,convex,sinusoidal,12,26,Scenario 02,slsqp,26,95.14325207524121,95.14325186940539,-2.0583581772370962e-07,True,True,"[5.505061346690317e-08, 5.2736705517191746e-08, 6.973999174484425e-08, 5.7873616807621566e-08, 25.586982874011333, 5.222383260826018e-08, 5.181348137888846e-08, 6.829719536018379e-08, 5.265158291749271e-08, 6.157906366977337e-08, 74.41301653807606, 6.594652352444061e-08]",1.0,5164.0,17.489537200017367,False,2026-07-24T09:31:05+00:00,
Study_sinusoidal_k12_s26,convex,sinusoidal,12,26,Scenario 02,basin_hopping,26,95.14325190843466,95.14325186940539,-3.9029274034874106e-08,True,True,"[3.9578800433574847e-08, 3.8421290639703796e-08, 5.041908864037726e-08, 4.174425191910939e-08, 25.57396123818073, 3.730595696563262e-08, 3.636312315321017e-08, 4.988521254603346e-08, 3.914562766441173e-08, 4.420392288763191e-08, 74.4260383370673, 4.768470038663152e-08]",1.0,1408.0,4.651145099953283,False,2026-07-24T09:31:11+00:00,
Study_sinusoidal_k12_s24,convex,sinusoidal,12,24,Scenario 03,grid,24,97.17957486757874,97.19858157685509,0.019006709276354172,True,True,"[0.0, 0.0, 20.0, 0.0, 0.0, 40.0, 0.0, 0.0, 0.0, 0.0, 40.0, 0.0]",1.0,,1150.4189600999816,True,2026-07-24T09:31:13+00:00,
Study_sinusoidal_k12_s26,convex,sinusoidal,12,26,Scenario 02,genetic_algorithm,26,93.32985763827867,95.14325186940539,1.813394231126722,False,True,"[2.494083647811241, 0.0, 3.5349622384852495, 0.01678723036727998, 24.78398588689925, 0.318756306853393, 0.13616403991922738, 0.058521456589087174, 0.0, 7.5331161608780715, 47.070390777167965, 14.053232255029247]",1.0000000000000002,3050.0,10.035416999948211,False,2026-07-24T09:31:21+00:00,
Study_sinusoidal_k12_s26,convex,sinusoidal,12,26,Scenario 03,slsqp,26,95.30249842305344,95.3024983840211,-3.9032329368637875e-08,True,True,"[0.0, 0.0, 0.0, 0.0, 24.626770177203326, 0.0, 0.0, 0.0, 0.0, 0.0, 75.37322982279667, 0.0]",1.0,5063.0,18.068122599972412,False,2026-07-24T09:31:39+00:00,
Study_sinusoidal_k12_s26,convex,sinusoidal,12,26,Scenario 03,basin_hopping,26,95.30249841919019,95.3024983840211,-3.516908009260078e-08,True,True,"[0.0, 0.0, 0.0, 0.0, 24.62684341415443, 0.0, 0.0, 0.0, 0.0, 0.0, 75.37315658584556, 0.0]",1.0,1419.0,4.99347410001792,False,2026-07-24T09:31:44+00:00,
Study_sinusoidal_k12_s26,convex,sinusoidal,12,26,Scenario 03,genetic_algorithm,26,93.54515189938041,95.3024983840211,1.757346484640692,False,True,"[2.552798733230942, 0.0, 3.505770819322338, 0.016100585410480192, 24.899356948747535, 0.3180470832481395, 0.0, 0.026992882916597665, 0.0, 7.61976408846764, 46.98461450819584, 14.076554350460485]",0.9999999999999999,3050.0,10.175030900049023,False,2026-07-24T09:31:55+00:00,
Study_sinusoidal_k12_s25,convex,sinusoidal,12,25,Scenario 02,grid,25,97.68346807039083,97.72067619371403,0.037208123323196673,True,True,"[0.0, 0.0, 0.0, 20.0, 0.0, 80.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1.0,,633.417335999955,True,2026-07-24T09:31:55+00:00,
Study_sinusoidal_k12_s27,convex,sinusoidal,12,27,Scenario 01,slsqp,27,94.02889851277166,94.02889831480014,-1.9797151651346212e-07,True,True,"[34.851980067206476, 45.064308563780926, 6.450379832492715e-08, 3.412067192682823e-08, 0.0, 3.3551288395403225e-08, 20.083710973143692, 2.844373744115339e-08, 6.220343890162981e-08, 3.4596719202772384e-08, 8.543025588381409e-08, 5.301898906419389e-08]",1.0,9057.0,34.73058110004058,False,2026-07-24T09:32:30+00:00,
Study_sinusoidal_k12_s27,convex,sinusoidal,12,27,Scenario 01,basin_hopping,27,94.02889849941843,94.02889831480014,-1.8461828688032256e-07,True,True,"[34.85647959804856, 45.05675154762453, 4.699211963275914e-08, 8.38307806303489e-08, 6.765010368031549e-08, 2.1631088788412333e-07, 20.08676814089482, 9.102325664006117e-08, 4.6829973303577764e-08, 4.203585966003649e-08, 8.346136688703236e-08, 3.5297740156123034e-08]",0.9999999999999999,2373.0,9.141046599950641,False,2026-07-24T09:32:39+00:00,
Study_sinusoidal_k12_s27,convex,sinusoidal,12,27,Scenario 01,genetic_algorithm,27,93.62169726161189,94.02889831480014,0.4072010531882597,False,True,"[20.170561897358432, 49.209208164213585, 0.0, 3.8803261903900723, 1.1113957270831598, 8.523565637670309, 4.717307767862876, 0.0034712081674930406, 2.2806653961227323, 0.18795689267928364, 9.915540741075137, 3.773769260853136e-07]",1.0,3050.0,11.143595499976072,False,2026-07-24T09:32:50+00:00,
Study_sinusoidal_k12_s25,convex,sinusoidal,12,25,Scenario 03,grid,25,97.80582966612626,97.84964668348451,0.04381701735825061,True,True,"[0.0, 0.0, 0.0, 20.0, 0.0, 80.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1.0,,622.6523616000195,True,2026-07-24T09:37:29+00:00,
Study_sinusoidal_k12_s27,convex,sinusoidal,12,27,Scenario 02,slsqp,27,94.19623299746746,94.1962327703239,-2.271435590728288e-07,True,True,"[35.227489358262474, 44.26547620074065, 6.463746783099291e-08, 3.402332194540746e-08, 0.0, 8.792791496960868e-08, 20.507034008080417, 4.232151745744698e-08, 4.79166082421853e-08, 2.8409191981901763e-08, 5.929822878234017e-08, 6.838218840065028e-08]",1.0,9268.0,31.201724599988665,False,2026-07-24T09:38:00+00:00,
Study_sinusoidal_k12_s27,convex,sinusoidal,12,27,Scenario 02,basin_hopping,27,94.19623290409027,94.1962327703239,-1.3376636331940972e-07,True,True,"[35.2307435791528, 44.256579995335954, 0.0, 0.0, 0.0, 0.0, 20.512676425511252, 0.0, 0.0, 0.0, 0.0, 0.0]",1.0,2399.0,9.391697300015949,False,2026-07-24T09:38:10+00:00,
Study_sinusoidal_k12_s27,convex,sinusoidal,12,27,Scenario 02,genetic_algorithm,27,93.80339373426484,94.1962327703239,0.39283903605905834,False,True,"[20.176074364793337, 49.19277990691492, 0.0, 3.881138949518898, 1.1103214046727978, 8.537174745377762, 4.718039631322259, 0.002978416946674271, 2.2821130217552446, 0.18880760098005006, 9.91056877529311, 3.182424959988771e-06]",1.0000000000000002,3050.0,10.921322700043675,False,2026-07-24T09:38:21+00:00,
Study_sinusoidal_k12_s26,convex,sinusoidal,12,26,Scenario 01,grid,26,94.92711571850398,94.97156718971988,0.044451471215893434,True,True,"[0.0, 0.0, 0.0, 0.0, 20.0, 0.0, 0.0, 0.0, 0.0, 0.0, 80.0, 0.0]",1.0,,625.9025750000146,True,2026-07-24T09:38:43+00:00,
Study_sinusoidal_k12_s27,convex,sinusoidal,12,27,Scenario 03,slsqp,27,94.35675212804534,94.35675189330293,-2.3474241572785104e-07,True,True,"[35.61013485092738, 43.45265995456556, 1.120173365294333e-07, 2.1214742712172304e-08, 0.0, 3.553751125431157e-08, 20.937204920503532, 1.917964315919782e-08, 3.2716347219547e-08, 2.6164245852282378e-08, 0.0, 2.717371338462666e-08]",1.0000000000000002,9412.0,37.4432577000116,False,2026-07-24T09:39:20+00:00,
Study_sinusoidal_k12_s27,convex,sinusoidal,12,27,Scenario 03,basin_hopping,27,94.35675206035395,94.35675189330293,-1.6705102723335585e-07,True,True,"[35.609576920875426, 43.45061421512185, 2.777341675948218e-08, 2.7180418907123576e-08, 0.0, 3.0312144258979556e-08, 20.939808673029003, 2.326483532641275e-08, 6.58955462878852e-09, 2.4270763723471834e-08, 3.046481096167343e-08, 2.111778116728204e-08]",1.0,2408.0,9.607659200031776,False,2026-07-24T09:39:30+00:00,
Study_sinusoidal_k12_s27,convex,sinusoidal,12,27,Scenario 03,genetic_algorithm,27,94.08188713820687,94.35675189330293,0.27486475509606123,False,True,"[26.157604189662575, 39.24734439182924, 0.0005873286248862981, 0.38395935318533125, 7.54726688298444, 10.466721586684068, 12.26138402724037, 0.0032490572031281828, 0.4865071544363573, 0.002969793439818423, 3.4424062347097717, 0.0]",0.9999999999999997,3050.0,11.63051170000108,False,2026-07-24T09:39:42+00:00,
Study_sinusoidal_k12_s26,convex,sinusoidal,12,26,Scenario 02,grid,26,95.11080027712494,95.14325186940539,0.032451592280452246,True,True,"[0.0, 0.0, 0.0, 0.0, 20.0, 0.0, 0.0, 0.0, 0.0, 0.0, 80.0, 0.0]",1.0,,625.0603703999659,True,2026-07-24T09:39:43+00:00,
Study_sinusoidal_k12_s28,convex,sinusoidal,12,28,Scenario 01,slsqp,28,98.35239605650119,98.35239594415782,-1.1234337193855026e-07,True,True,"[5.026076485136567e-08, 6.579283405638825e-08, 5.438027589124613e-08, 6.472142938761974e-08, 6.015391783404804e-08, 7.662768472733096e-08, 95.98593096634482, 5.524881646062897e-08, 7.433343573870234e-08, 4.014068410830864, 6.334653276265298e-08, 5.795859903633752e-08]",0.9999999999999999,4324.0,16.195504600007553,False,2026-07-24T09:39:59+00:00,
Study_sinusoidal_k12_s28,convex,sinusoidal,12,28,Scenario 01,basin_hopping,28,98.35239605650119,98.35239594415782,-1.1234337193855026e-07,True,True,"[5.026076485136567e-08, 6.579283405638825e-08, 5.438027589124613e-08, 6.472142938761974e-08, 6.015391783404804e-08, 7.662768472733096e-08, 95.98593096634482, 5.524881646062897e-08, 7.433343573870234e-08, 4.014068410830864, 6.334653276265298e-08, 5.795859903633752e-08]",0.9999999999999999,1136.0,3.920546999957878,False,2026-07-24T09:40:03+00:00,
Study_sinusoidal_k12_s28,convex,sinusoidal,12,28,Scenario 01,genetic_algorithm,28,97.40205254696693,98.35239594415782,0.9503433971908919,False,True,"[0.00012199743546515525, 0.04079739712687453, 0.06301285159216478, 4.883690486239199, 0.00011491852032068907, 10.843767872470895, 54.62072913783006, 0.23779079183211294, 2.871698581354202, 26.163746262248143, 0.04607529332560659, 0.2284544100249673]",1.0,3050.0,10.758495099958964,False,2026-07-24T09:40:14+00:00,
Study_sinusoidal_k12_s26,convex,sinusoidal,12,26,Scenario 03,grid,26,95.28020423106976,95.3024983840211,0.02229415295134629,True,True,"[0.0, 0.0, 0.0, 0.0, 20.0, 0.0, 0.0, 0.0, 0.0, 0.0, 80.0, 0.0]",1.0,,622.7094737999723,True,2026-07-24T09:41:36+00:00,
Study_sinusoidal_k12_s28,convex,sinusoidal,12,28,Scenario 02,slsqp,28,98.38855523383324,98.38855509560004,-1.382332044386203e-07,True,True,"[6.564976025640577e-08, 8.125512510606103e-08, 6.913687412487367e-08, 8.017662608954049e-08, 7.63664781047725e-08, 9.414893452106795e-08, 93.77183326937997, 7.017291663888205e-08, 9.538878651139435e-08, 6.22816594270539, 7.95809583936494e-08, 7.603818005981268e-08]",0.9999999999999999,4336.0,14.682180799951311,False,2026-07-24T09:41:51+00:00,
Study_sinusoidal_k12_s28,convex,sinusoidal,12,28,Scenario 02,basin_hopping,28,98.38855514925913,98.38855509560004,-5.3659093168789695e-08,True,True,"[2.485028849816803e-08, 3.268381481802829e-08, 2.6953124888700135e-08, 3.215430755837078e-08, 2.997117366494146e-08, 3.800533853893165e-08, 93.7718396796544, 2.726143417790214e-08, 3.69013103878822e-08, 6.228160011394854, 3.1466118566312553e-08, 2.870383429223625e-08]",1.0,1136.0,4.027217600028962,False,2026-07-24T09:41:55+00:00,
Study_sinusoidal_k12_s28,convex,sinusoidal,12,28,Scenario 02,genetic_algorithm,28,97.3551576105798,98.38855509560004,1.0333974850202452,False,True,"[0.0006214813392441796, 1.6016832328917934, 0.034521258074422544, 4.724833509224125, 0.0, 8.047744228918377, 51.37989039413839, 7.569231909946569e-05, 6.356652984613271, 27.472840102257567, 0.008432036526298696, 0.3727050796974225]",1.0000000000000002,3050.0,10.170402500021737,False,2026-07-24T09:42:05+00:00,
Study_sinusoidal_k12_s27,convex,sinusoidal,12,27,Scenario 01,grid,27,93.98790877387984,94.02889831480014,0.04098954092030738,True,True,"[40.0, 40.0, 0.0, 0.0, 0.0, 0.0, 20.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1.0,,621.5640461000148,True,2026-07-24T09:42:16+00:00,
Study_sinusoidal_k12_s28,convex,sinusoidal,12,28,Scenario 03,slsqp,28,98.41640233942995,98.41640224280282,-9.662713296165748e-08,True,True,"[5.055619306993933e-08, 5.970668603030696e-08, 5.261374910330111e-08, 6.006292184215019e-08, 5.886233399426187e-08, 6.978609422350376e-08, 91.55591590101211, 5.47121028257616e-08, 7.158649041093988e-08, 8.444083500819866, 6.039245857559316e-08, 5.988900659484134e-08]",1.0,4336.0,15.39786190004088,False,2026-07-24T09:42:32+00:00,
Study_sinusoidal_k12_s28,convex,sinusoidal,12,28,Scenario 03,basin_hopping,28,98.41640229523738,98.41640224280282,-5.2434558028835454e-08,True,True,"[2.972381851496548e-08, 3.4064872750027604e-08, 3.044093669031093e-08, 3.3825640248045994e-08, 3.34006192308189e-08, 3.964872413036478e-08, 91.55572290164764, 3.1576497081446745e-08, 4.091691428165711e-08, 8.444276755581287, 3.421383756404916e-08, 3.495922027437776e-08]",1.0,1136.0,4.580864600022323,False,2026-07-24T09:42:36+00:00,
Study_sinusoidal_k12_s28,convex,sinusoidal,12,28,Scenario 03,genetic_algorithm,28,97.47055164005404,98.41640224280282,0.9458506027487772,False,True,"[0.0, 1.646154939282116, 0.035022996001327016, 4.612206057765686, 0.0, 8.24966445116515, 51.36895511324744, 7.414592090158433e-05, 6.238260166896485, 27.499990555103444, 0.007685898310977953, 0.3419856763064502]",0.9999999999999999,3050.0,11.916136299958453,False,2026-07-24T09:42:48+00:00,
Study_sinusoidal_k12_s27,convex,sinusoidal,12,27,Scenario 02,grid,27,94.16256681461253,94.1962327703239,0.03366595571137054,True,True,"[40.0, 40.0, 0.0, 0.0, 0.0, 0.0, 20.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1.0,,620.9377551999642,True,2026-07-24T09:43:11+00:00,
Study_sinusoidal_k12_s29,convex,sinusoidal,12,29,Scenario 01,slsqp,29,98.5698311308738,98.56983082059082,-3.1028297087232204e-07,True,True,"[1.767859646625013e-07, 1.6905922159643937e-07, 1.6889105646483738e-07, 1.6163904093926353e-07, 1.8708834981284914e-07, 1.6936716727380058e-07, 2.1140121915309012e-07, 1.13857668487343e-07, 1.3892402952763978e-07, 1.1857488946159269e-07, 1.64379013028559e-07, 99.99999822003238]",1.0,2600.0,9.48925430001691,False,2026-07-24T09:43:21+00:00,
Study_sinusoidal_k12_s29,convex,sinusoidal,12,29,Scenario 01,basin_hopping,29,98.56983090491516,98.56983082059082,-8.432434128735622e-08,True,True,"[4.758859949777548e-08, 4.3884615651243987e-08, 4.508064802450843e-08, 4.211524442171974e-08, 4.988649469412943e-08, 4.51100928737028e-08, 6.514485708677677e-08, 3.0092339585883724e-08, 3.825064690949978e-08, 3.1684030246355844e-08, 4.396132742148992e-08, 99.9999995172011]",1.0,676.0,2.480738299957011,False,2026-07-24T09:43:24+00:00,
Study_sinusoidal_k12_s29,convex,sinusoidal,12,29,Scenario 01,genetic_algorithm,29,96.99661221083147,98.56983082059082,1.5732186097593512,False,True,"[4.9329965369461775, 0.4002711277765284, 8.601112426477316, 0.0, 0.8081130635076132, 1.5309488404254346, 25.929818520654415, 0.012713691650205198, 0.0, 0.06947621852007908, 2.680397685184395, 55.03415188885785]",1.0000000000000002,3050.0,11.110304100031499,False,2026-07-24T09:43:35+00:00,
Study_sinusoidal_k12_s27,convex,sinusoidal,12,27,Scenario 03,grid,27,94.32961083936011,94.35675189330293,0.027141053942813187,True,True,"[40.0, 40.0, 0.0, 0.0, 0.0, 0.0, 20.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1.0,,618.8421184999752,True,2026-07-24T09:48:40+00:00,
Study_sinusoidal_k12_s29,convex,sinusoidal,12,29,Scenario 02,slsqp,29,98.58156326793484,98.58156297009225,-2.978425897026682e-07,True,True,"[1.788086896390496e-07, 1.6488289334232108e-07, 1.6804689568041734e-07, 1.5831185252361492e-07, 2.0006783657446844e-07, 1.638902651578203e-07, 1.8273932949844605e-07, 1.1191022912528825e-07, 1.382862945788163e-07, 1.1695023356200059e-07, 1.6460243921508486e-07, 99.99999825150304]",1.0,2600.0,9.783583400014322,False,2026-07-24T09:48:50+00:00,
Study_sinusoidal_k12_s29,convex,sinusoidal,12,29,Scenario 02,basin_hopping,29,98.58156304477542,98.58156297009225,-7.468317164693872e-08,True,True,"[4.501557717939429e-08, 4.292104430810913e-08, 4.053035944630388e-08, 3.966666561142052e-08, 4.7977976936338324e-08, 4.148559810806006e-08, 4.700460833266952e-08, 2.8348084866215213e-08, 3.414920831125994e-08, 2.979376732250644e-08, 4.1622714814336334e-08, 99.99999956148439]",0.9999999999999999,676.0,2.460629599983804,False,2026-07-24T09:48:52+00:00,
Study_sinusoidal_k12_s29,convex,sinusoidal,12,29,Scenario 02,genetic_algorithm,29,97.1761428630371,98.58156297009225,1.40542010705515,False,True,"[3.9653024786666697, 1.0730348476124472, 5.072559963521523, 0.01991235237222693, 9.088094445176406, 0.0, 26.501163699761378, 0.0, 0.9441349933242114, 0.0, 0.013494994466538603, 53.322302225098596]",1.0,3050.0,11.79225579998456,False,2026-07-24T09:49:04+00:00,
Study_sinusoidal_k12_s28,convex,sinusoidal,12,28,Scenario 01,grid,28,98.3421906743041,98.35239594415782,0.010205269853713617,True,True,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 100.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1.0,,614.995026300021,True,2026-07-24T09:49:57+00:00,
Study_sinusoidal_k12_s29,convex,sinusoidal,12,29,Scenario 03,slsqp,29,98.58547445013704,98.58547423052013,-2.196169077706145e-07,True,True,"[1.3294209168595162e-07, 1.2326514645784101e-07, 1.2969485166526657e-07, 1.2055281717424988e-07, 1.4131198385447292e-07, 1.2636354503785213e-07, 1.4356474152727122e-07, 8.495206647877613e-08, 1.0772219917885501e-07, 8.812505955504611e-08, 1.245481437603625e-07, 99.99999867695735]",1.0,2600.0,9.771808799996506,False,2026-07-24T09:50:07+00:00,
Study_sinusoidal_k12_s29,convex,sinusoidal,12,29,Scenario 03,basin_hopping,29,98.58547430376673,98.58547423052013,-7.324659634377895e-08,True,True,"[4.550537704341074e-08, 4.3238562019118394e-08, 4.093419751757537e-08, 3.9187014224466494e-08, 4.6554208199594885e-08, 4.267004181241758e-08, 4.7444695185369075e-08, 2.891699089637234e-08, 3.47329026853634e-08, 3.091552347697727e-08, 4.098094345782102e-08, 99.99999955891954]",1.0,676.0,2.4321535999770276,False,2026-07-24T09:50:09+00:00,
Study_sinusoidal_k12_s29,convex,sinusoidal,12,29,Scenario 03,genetic_algorithm,29,97.14056678715703,98.58547423052013,1.4449074433631068,False,True,"[4.122287117315751, 1.5719542306445966, 6.303987806719199, 0.0, 8.413844878621788, 0.0, 26.288467410606614, 0.0, 1.0718173551229548, 0.0010438560218278508, 0.0, 52.22659734494728]",1.0000000000000002,3050.0,10.158580299990717,False,2026-07-24T09:50:19+00:00,
Study_sinusoidal_k12_s28,convex,sinusoidal,12,28,Scenario 02,grid,28,98.36398993485587,98.38855509560004,0.024565160744174364,True,True,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 100.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1.0,,613.2169731000322,True,2026-07-24T09:50:27+00:00,
Study_sinusoidal_k15_s0,convex,sinusoidal,15,0,Scenario 01,basin_hopping,0,98.28634003768138,98.28634002867956,-9.001823286780564e-09,True,True,"[5.2287844574539826e-09, 4.581056082029203e-09, 5.386235289637269e-09, 4.465982022290248e-09, 5.517406229656437e-09, 4.308074148504107e-09, 3.5956480528237257e-09, 7.256449528516838e-09, 5.030199881013813e-09, 1.9538206039281603, 98.04617933088724, 4.10377655202826e-09, 5.732901345402214e-09, 5.354927939841753e-09, 4.623150774109274e-09]",1.0,1649.0,7.378078199981246,False,2026-07-24T09:50:35+00:00,
Study_sinusoidal_k15_s0,convex,sinusoidal,15,0,Scenario 01,slsqp,0,98.28634003085419,98.28634002867956,-2.174630253648502e-09,True,True,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.9537251543124934, 98.0462748456875, 0.0, 0.0, 0.0, 0.0]",1.0,6385.0,28.694312300009187,False,2026-07-24T09:50:48+00:00,
Study_sinusoidal_k15_s0,convex,sinusoidal,15,0,Scenario 01,genetic_algorithm,0,96.76367706395615,98.28634002867956,1.5226629647234091,False,True,"[0.4933509887412845, 5.093546913813541, 0.04412196221853204, 3.9149688754530967, 2.347143776359475, 0.011364656246212208, 0.054336763269015605, 1.9082039648300273, 3.568900988974535, 0.054503198669098266, 65.78766461113914, 4.286981485299825, 6.998809278951132, 0.0, 5.436102536035101]",1.0,3050.0,13.40332009998383,False,2026-07-24T09:50:48+00:00,
Study_sinusoidal_k15_s0,convex,sinusoidal,15,0,Scenario 02,basin_hopping,0,98.33877580146533,98.33877580159125,1.2592238363140495e-10,True,True,"[0.0, 0.0, 0.0, 0.0, 1.6959497577271867, 0.0, 0.0, 0.0, 0.0, 1.0331460740815466, 97.27090416819127, 0.0, 0.0, 0.0, 0.0]",1.0,2455.0,10.741782900004182,False,2026-07-24T09:50:59+00:00,
